Salary,HouseRent,Medical Bills,Recharges,Food,Cigg or Alcohol,Shopping,Others,Savings
25000,9000,3443,795,5640,693,9635,4692,-8898
89000,7000,9071,448,9427,2933,4954,2053,53114
40000,5000,1774,576,7613,0,5454,2372,17211
47000,9000,6235,794,2663,9214,3131,2342,13621
53000,5000,711,880,2948,5336,3732,320,34073
76000,7000,498,940,2426,4635,8591,2702,49208
87000,7000,1734,683,4645,8761,6782,54,57341
89000,9000,195,629,9482,0,3513,4638,61543
92000,7000,9526,904,9844,1179,7049,49,56449
39000,3000,8399,524,8690,704,2498,2109,13076
61000,7000,5167,318,4229,588,8084,4519,31095
87000,7000,2041,702,6104,0,3966,4728,62459
61000,3000,9613,242,2011,9384,5303,448,30999
96000,9000,9872,685,8374,9454,5718,3109,49788
48000,5000,8511,543,7564,988,8058,4956,12380
87000,3000,5098,985,9767,0,2920,1841,63389
56000,7000,5396,230,3094,87,8730,325,31138
65000,7000,3783,160,3632,2096,5969,2316,40044
107000,9000,4439,776,4823,237,6449,1967,79309
78000,3000,8210,322,9809,2984,5736,1815,46124
24000,3000,1321,326,8239,0,4890,2502,3722
65000,3000,1820,716,4682,0,9529,2902,42351
104000,7000,2364,972,4016,0,7736,3934,77978
80000,3000,1429,702,6703,0,6558,458,61150
93000,9000,1948,518,7882,8166,3562,1360,60564
41000,3000,143,474,4511,685,8142,3842,20203
26000,7000,9825,848,3181,219,6154,3058,-4285
102000,9000,8457,542,7774,5027,6532,2149,62519
16000,9000,825,769,5356,1406,9980,1480,-12816
33000,3000,7477,547,9171,7648,3993,3015,-1851
94000,0,7522,375,5687,6545,5968,3025,64878
57000,3000,2390,248,7423,0,9973,4554,29412
62000,0,8006,393,9775,961,7406,2442,33017
98000,9000,1840,484,3040,8743,2138,3686,69069
77000,0,4739,419,5807,4827,9458,419,51331
90000,7000,7303,308,5845,7992,5513,4399,51640
95000,7000,7101,172,4778,852,6535,490,68072
90000,3000,1642,517,5738,1843,2501,4864,69895
80000,5000,2914,556,9285,44,2225,235,59741
16000,5000,5737,215,8187,8,8963,1456,-13566
60000,7000,1259,842,4806,9826,7914,2075,26278
51000,3000,4646,846,7658,6240,3280,2638,22692
15000,0,7972,630,8415,687,3403,1650,-7757
46000,3000,4644,958,6127,7867,8186,4949,10269
60000,5000,9652,604,3459,7157,3413,1691,29024
31000,7000,6870,580,7382,1157,4097,1801,2113
98000,0,4830,463,3450,724,7295,2049,79189
34000,5000,2578,237,5713,7655,2576,2679,7562
87000,5000,6855,739,7738,4763,2378,3961,55566
53000,9000,8984,723,5739,4045,5732,2262,16515
59000,3000,199,398,4834,503,9025,2516,38525
80000,5000,7741,221,5874,1910,5260,214,53780
73000,7000,4261,253,7190,8804,9263,3917,32312
43000,5000,9900,863,2901,7432,5558,3641,7705
28000,5000,7521,287,9179,9771,2818,430,-7006
19000,3000,24,637,6954,0,2440,3787,2158
46000,7000,4987,925,4996,8336,7130,2345,10281
32000,9000,1578,672,2812,9429,5328,4832,-1651
83000,7000,7158,645,8970,202,8858,2330,47837
30000,0,1734,782,8305,0,5582,2648,10949
88000,5000,1024,999,5692,2459,2307,2568,67951
79000,5000,1265,536,7597,251,5416,1951,56984
86000,0,4938,842,8034,2700,2015,4461,63010
35000,0,696,401,2706,967,9638,686,19906
85000,3000,2438,979,7404,3172,7434,1301,59272
68000,5000,8417,523,2465,2456,3836,2906,42397
21000,3000,9602,295,5305,4771,4752,3563,-10288
37000,7000,1893,870,4990,532,4401,1870,15444
19000,3000,6021,770,8417,961,9585,967,-10721
67000,5000,7646,592,7697,503,5278,3430,36854
84000,9000,2030,385,3777,450,7902,2835,57621
35000,9000,6120,881,9930,2800,6910,127,-768
63000,0,1368,860,2911,7567,9518,632,40144
42000,0,9771,672,6213,8894,6003,3861,6586
61000,5000,5956,752,2707,855,3448,846,41436
46000,7000,8239,532,9458,6354,3659,1651,9107
49000,5000,929,855,5469,0,9735,1725,25287
38000,0,3883,371,3729,1691,9028,4135,15163
15000,5000,966,928,8751,2388,2677,3970,-9680
85000,3000,4775,711,4525,0,4701,1383,65905
30000,3000,8565,190,4519,0,2908,1047,9771
36000,9000,6276,834,6195,0,3367,632,9696
100000,7000,1088,234,8176,4825,5123,1263,72291
56000,7000,3394,450,8046,0,2571,4910,29629
99000,9000,435,614,7777,2788,3702,348,74336
87000,9000,7073,1000,6664,0,4459,3939,54865
64000,0,4049,151,8299,1292,4427,1850,43932
83000,3000,1390,748,7578,3407,8703,2922,55252
26000,3000,3469,809,9640,2506,8796,787,-3007
70000,5000,434,857,3811,7203,2395,1844,48456
21000,0,6810,820,3204,749,6327,2187,903
81000,7000,3653,270,9360,7939,8541,1748,42489
107000,5000,6556,737,6655,301,3118,4070,80563
97000,3000,5946,317,2053,3131,5883,1698,74972
40000,0,8915,717,2456,3990,4757,1929,17236
35000,9000,6747,991,2709,7474,2041,2487,3551
88000,9000,393,709,8033,1281,4521,4252,59811
33000,3000,5584,196,8088,4619,6774,2461,2278
34000,7000,2444,693,9618,7197,7779,2371,-3102
63000,3000,3657,922,4576,604,2820,2832,44589
80000,7000,4413,707,2087,769,7976,4833,52215
27000,3000,6693,899,9728,0,4663,2161,-144
54000,9000,5415,339,9949,9737,4609,4496,10455
95000,3000,6078,520,4792,0,7090,3329,70191
78000,9000,6406,648,3528,0,7384,4840,46194
62000,3000,2951,285,2247,139,9084,2984,41310
32000,7000,2496,640,4185,1711,3615,4577,7776
106000,7000,543,752,5205,0,6559,3616,82325
52000,9000,7223,879,6952,842,9575,2235,15294
20000,0,7746,693,8742,0,6610,3920,-7711
93000,5000,5988,813,8483,517,2068,393,69738
80000,0,1379,587,9463,268,2402,3999,61902
98000,0,753,156,6710,3726,7111,722,78822
106000,3000,2028,613,8511,776,8768,2830,79474
104000,7000,1403,260,9986,536,3944,287,80584
79000,9000,904,220,7541,8964,7239,2750,42382
88000,7000,7738,230,5068,838,6992,2018,58116
95000,5000,860,822,8038,5529,9872,731,64148
52000,5000,4278,712,2489,370,6373,732,32046
20000,9000,7738,258,8093,60,4690,2445,-12284
62000,3000,4208,537,7800,9055,8812,3281,25307
23000,3000,2337,343,2740,958,6060,414,7148
35000,9000,769,570,2768,3808,7627,360,10098
34000,3000,977,316,5907,0,6703,4639,12458
109000,3000,8393,901,5570,0,4424,1068,85644
58000,9000,6361,988,9361,4072,4756,4037,19425
104000,7000,7112,803,9994,4087,7783,4553,62668
79000,9000,7212,324,2868,227,6375,2387,50607
104000,0,6324,787,8161,674,3790,2281,81983
99000,5000,9444,450,4048,369,4874,935,73880
99000,0,6420,930,9220,601,7735,3966,70128
68000,0,7060,245,7354,0,9422,3689,40230
67000,9000,1614,731,4535,7769,2654,4806,35891
36000,3000,2533,889,6547,0,5988,3420,13623
99000,3000,4628,526,4525,0,2498,2424,81399
28000,7000,3314,195,4489,0,3965,2854,6183
16000,7000,2691,991,2434,0,2742,3135,-2993
23000,7000,8183,453,4252,785,4431,391,-2495
21000,5000,651,898,6977,0,4318,2385,771
105000,9000,8794,592,7238,5500,8116,4603,61157
41000,5000,4294,540,3222,2271,3700,4848,17125
21000,3000,3169,651,2611,8650,4358,1390,-2829
102000,7000,6031,399,2296,4016,9687,1007,71564
83000,9000,2924,372,5830,6840,6704,4588,46742
85000,3000,7260,465,6586,0,6561,1160,59968
34000,0,3556,510,8148,0,8814,138,12834
52000,7000,9030,704,4515,9877,3600,4605,12669
73000,0,5919,866,6877,54,7844,2786,48654
65000,9000,1534,455,6953,227,7927,2648,36256
49000,5000,2240,462,3209,3138,4908,4099,25944
25000,7000,1235,939,6494,0,2024,3974,3334
94000,0,9506,310,5908,201,5492,398,72185
102000,0,3353,329,5390,8281,5525,519,78603
81000,5000,4159,182,9522,3302,3375,2373,53087
77000,7000,933,657,4637,90,6221,3198,54264
41000,3000,9418,492,6424,2934,2897,3213,12622
107000,7000,5178,659,4875,6727,2050,4165,76346
98000,3000,3620,969,7518,1883,3104,126,77780
19000,7000,3847,863,9902,6883,2823,4590,-16908
51000,9000,8251,281,4621,159,4688,259,23741
68000,5000,8002,524,9179,3990,5086,699,35520
55000,0,1611,708,3348,0,2043,1148,46142
48000,3000,7825,383,5075,0,9890,525,21302
75000,0,4986,180,9570,2690,4475,2605,50494
70000,5000,7021,914,9188,1575,5595,3767,36940
105000,7000,6903,271,8726,7824,2724,4138,67414
105000,7000,4067,172,5220,930,6224,4461,76926
100000,0,2832,189,8991,0,5687,641,81660
77000,9000,2964,317,4872,2964,8096,4441,44346
49000,0,7445,898,8482,371,7129,4469,20206
106000,9000,1916,468,5923,0,4417,4301,79975
99000,9000,826,715,5518,0,6406,3351,73184
43000,0,642,296,2408,6077,3970,25,29582
30000,7000,6065,587,9883,5400,7309,4880,-11124
56000,9000,7275,251,8554,599,8956,2171,19194
87000,3000,3813,289,9482,0,9747,1340,59329
64000,9000,6320,190,5333,42,4608,634,37873
51000,5000,575,224,8183,0,8424,2035,26559
69000,9000,2043,593,6526,544,8566,811,40917
106000,0,9931,597,8582,9347,2129,2744,72670
51000,0,9436,751,9114,0,4093,4088,23518
41000,0,82,471,6426,0,7433,3992,22596
91000,7000,8368,672,5448,0,4416,3500,61596
92000,5000,5772,657,3106,3032,2636,2683,69114
39000,5000,2632,493,4624,7552,2319,4775,11605
38000,5000,7007,825,7011,694,5759,2754,8950
97000,3000,8721,599,7847,8807,2926,1706,63394
109000,0,757,544,4135,6580,7854,3553,85577
69000,5000,9557,542,5447,527,4995,1618,41314
42000,5000,2126,712,4022,7289,4854,3985,14012
46000,3000,997,304,9185,0,6257,2404,23853
102000,3000,1670,743,4810,2364,4870,882,83661
49000,0,7427,249,6857,2289,5250,3354,23574
18000,3000,649,770,6298,4898,2033,37,315
19000,0,2023,259,6586,0,6697,3360,75
56000,5000,5249,680,6336,0,2196,1308,35231
105000,7000,9499,415,4134,0,9095,1351,73506
54000,7000,567,272,9511,69,9566,4069,22946
36000,9000,8854,978,4000,8316,8534,376,-4058
52000,9000,3135,283,6945,431,9571,906,21729
84000,7000,9382,468,9654,2144,8065,337,46950
80000,3000,3179,489,9142,190,4192,4447,55361
38000,5000,5263,419,6158,1518,3823,2662,13157
49000,3000,7995,385,9989,7935,8404,3113,8179
63000,3000,6264,264,4615,781,6916,4067,37093
84000,5000,5323,672,9817,0,6477,650,56061
81000,3000,2974,383,7336,7122,7653,906,51626
104000,5000,7113,199,7946,643,4225,2111,76763
96000,0,5798,818,9478,9772,4578,4024,61532
82000,0,5483,555,8223,2280,8182,2085,55192
22000,3000,9472,864,4371,5985,7853,1260,-10805
38000,0,7103,991,2977,379,4871,1906,19773
18000,3000,9337,634,9696,1362,5365,1437,-12831
38000,3000,3896,542,6957,0,8607,3642,11356
15000,5000,8145,472,4108,0,3089,2630,-8444
14000,0,2577,725,8486,5346,6898,3356,-13388
79000,9000,6259,862,6951,3106,7431,1810,43581
98000,5000,1932,354,2948,0,4404,2482,80880
105000,3000,438,433,9648,428,7927,3916,79210
81000,3000,9126,593,4103,354,6214,4270,53340
52000,0,516,740,8235,0,4052,922,37535
20000,5000,801,451,9608,820,6567,2979,-6226
54000,7000,3012,684,7609,7045,2525,3027,23098
33000,7000,6592,536,4824,2937,7743,783,2585
22000,3000,9577,755,5838,8632,9349,645,-15796
44000,9000,83,868,8060,0,8963,2152,14874
57000,3000,9172,525,9968,2020,8195,3990,20130
53000,0,5412,516,5684,531,7571,4007,29279
25000,9000,3748,707,8845,3071,5696,1540,-7607
23000,0,9798,200,2843,391,3603,1836,4329
93000,3000,6612,220,9291,0,6366,2269,65242
108000,9000,691,339,7788,720,2862,1117,85483
59000,5000,6123,808,3201,6458,8648,78,28684
17000,9000,773,643,9991,8499,7727,4807,-24440
35000,9000,4218,280,3683,829,8337,86,8567
38000,5000,5796,320,7278,5985,9055,4887,-321
29000,0,4951,681,5496,8628,6852,1723,669
98000,7000,4133,451,8407,0,9180,4123,64706
105000,5000,2942,372,9530,1862,4558,1773,78963
20000,5000,7968,256,9468,0,5196,77,-7965
24000,0,3829,934,3053,2195,6803,42,7144
97000,9000,2220,435,6363,5956,6422,4209,62395
21000,5000,6116,581,3398,3940,6240,3410,-7685
27000,9000,1539,815,7117,0,3657,215,4657
89000,0,5125,675,2529,600,9198,4286,66587
104000,0,1047,792,3451,0,6602,3811,88297
35000,3000,682,949,5104,1109,4715,4214,15227
59000,3000,7327,495,6108,110,3363,98,38499
43000,5000,6131,297,6629,0,9718,3772,11453
54000,5000,4910,390,3353,0,5215,1119,34013
93000,0,9702,360,6293,0,3052,2229,71364
33000,5000,4424,232,9830,0,6025,4596,2893
97000,0,1128,316,6152,4812,3691,1082,79819
41000,3000,8296,450,7543,384,9755,149,11423
43000,5000,5955,760,6885,3847,7864,4034,8655
28000,9000,4011,243,8657,0,2915,3519,-345
79000,3000,974,442,4273,8934,7044,2464,51869
48000,9000,8890,237,7034,731,4015,2770,15323
23000,5000,1801,605,7299,2691,2458,893,2253
80000,7000,726,356,4348,926,7734,4092,54818
109000,9000,5378,994,8720,0,2031,3492,79385
18000,7000,4909,259,2906,0,3202,2839,-3115
73000,7000,936,865,9291,5278,5444,886,43300
65000,3000,882,735,9926,2182,3242,4809,40224
105000,3000,7781,218,7693,8261,5148,4967,67932
38000,0,4546,447,8165,6553,8893,1696,7700
99000,9000,6849,980,6034,2020,3073,2996,68048
54000,9000,9341,810,4611,281,9282,4047,16628
92000,9000,7841,870,9105,2989,7013,1420,53762
106000,0,1437,662,9164,416,2043,1830,90448
94000,5000,968,424,4637,8721,3744,2472,68034
91000,3000,9946,918,5590,804,3059,2107,65576
109000,5000,1803,328,5163,715,8219,2011,85761
34000,9000,4751,496,6655,5773,4157,855,2313
58000,9000,9828,992,8313,3983,5017,114,20753
19000,9000,4739,255,3311,688,6825,2119,-7937
71000,5000,886,989,5926,0,4182,4290,49727
106000,3000,1039,834,4731,7851,8849,2444,77252
36000,7000,3257,906,4798,4733,9175,2522,3609
29000,5000,8111,695,4187,756,8358,1266,627
93000,3000,6490,221,2965,3233,8424,151,68516
101000,3000,3909,547,5237,9720,5052,4266,69269
100000,9000,8936,496,3009,5556,6340,1920,64743
49000,0,1449,554,9915,561,3240,4603,28678
23000,9000,4914,306,3424,9973,7565,3200,-15382
92000,0,6700,332,3252,2155,5598,4214,69749
105000,3000,8052,286,7217,3640,3930,4777,74098
85000,3000,2994,388,7208,335,6048,1043,63984
72000,9000,5386,847,7476,2966,2358,3978,39989
48000,7000,8358,451,3926,2075,6876,1509,17805
24000,0,7958,784,8946,892,8281,532,-3393
65000,9000,9195,320,6540,0,7950,3711,28284
83000,7000,1346,427,2755,8479,4287,4441,54265
44000,9000,2714,417,3529,354,8994,3145,15847
109000,9000,7934,594,3232,5582,5213,4415,73030
106000,5000,4440,602,7450,713,5585,250,81960
25000,0,4396,316,3221,0,8823,2163,6081
47000,7000,3210,183,7888,567,2854,2374,22924
92000,9000,266,770,6853,2529,6311,1890,64381
68000,3000,421,659,9413,9143,6377,2113,36874
40000,9000,7797,277,7511,4046,5757,4488,1124
100000,0,4430,367,7142,8217,5298,1007,73539
30000,9000,2516,289,7213,0,3087,4639,3256
54000,7000,8451,547,9677,0,2902,1998,23425
57000,0,1715,169,8538,3924,3987,3257,35410
52000,7000,9291,425,4966,453,9100,1379,19386
34000,3000,1938,984,4480,0,9786,3859,9953
26000,0,2607,841,5112,0,4466,2485,10489
58000,3000,3069,158,4167,0,2856,1554,43196
80000,3000,8542,495,7922,410,5985,3179,50467
100000,0,1383,197,7048,1014,4673,3697,81988
60000,9000,86,570,8203,7594,8858,4116,21573
102000,0,4016,413,5274,668,8077,4670,78882
38000,7000,3076,700,6897,7597,3932,3106,5692
44000,0,5488,330,4624,980,5081,2014,25483
35000,5000,6741,613,4343,0,3030,3826,11447
22000,3000,645,210,2874,0,8519,323,6429
18000,0,7611,371,5711,0,7070,3249,-6012
55000,0,2501,972,9493,5084,9112,3898,23940
101000,7000,6964,806,9627,2497,8940,291,64875
42000,3000,2454,247,7567,5346,5161,1901,16324
87000,7000,1797,241,9123,162,6877,1124,60676
104000,9000,7352,487,2898,9742,6388,2347,65786
30000,3000,2241,671,8091,130,4853,1547,9467
78000,0,6848,957,7926,5577,7586,2048,47058
63000,9000,4468,718,9494,1893,7188,4496,25743
60000,3000,1591,193,6538,6953,7021,3059,31645
19000,9000,1111,628,8074,7531,4110,3957,-15411
102000,9000,9531,557,9395,0,4304,4224,64989
60000,0,6208,251,4631,5211,2755,768,40176
24000,5000,2521,974,5843,7970,6085,2550,-6943
61000,9000,7162,957,7056,2649,3997,4241,25938
62000,0,4079,567,2372,0,5974,4957,44051
81000,7000,1752,253,8955,0,9284,4781,48975
58000,3000,4834,987,8394,5505,9439,4064,21777
64000,0,1482,362,9000,670,5634,265,46587
52000,7000,7345,613,3364,1905,9095,2345,20333
22000,0,4365,406,2896,4620,3696,3434,2583
92000,0,9880,909,6380,0,5184,2877,66770
33000,0,6710,893,2811,499,6802,1110,14175
56000,5000,8938,378,6208,503,2124,377,32472
91000,7000,1042,575,3807,0,3258,4785,70533
62000,5000,6702,440,9358,1549,4089,3769,31093
95000,5000,5554,849,9041,0,9045,642,64869
93000,3000,9889,721,9164,0,7700,816,61710
25000,7000,7556,530,4326,9641,5462,368,-9883
103000,7000,6668,660,8228,0,5770,2418,72256
88000,7000,9685,311,4013,0,3195,1774,62022
66000,9000,3810,766,2012,0,9519,3401,37492
30000,5000,9146,999,5763,3799,8695,3883,-7285
85000,5000,4468,720,5764,650,6825,3121,58452
96000,9000,2277,530,4856,2568,4235,2306,70228
43000,0,6924,188,4007,453,2348,3478,25602
81000,0,443,172,8170,0,9775,396,62044
33000,3000,8627,656,2256,5327,7223,396,5515
86000,3000,9505,845,7646,0,4691,2339,57974
103000,5000,4726,215,8860,1293,3249,4403,75254
72000,3000,9548,159,6229,3980,5063,4146,39875
99000,7000,159,976,4320,240,2144,3595,80566
43000,9000,2803,779,3503,6464,4634,1174,14643
55000,7000,3369,167,7994,0,7301,2709,26460
55000,3000,2269,274,2233,0,9915,4038,33271
19000,5000,9418,386,5537,2035,9561,4972,-17909
108000,5000,9904,929,8626,1926,7164,653,73798
16000,9000,571,952,4548,6936,4121,2959,-13087
25000,7000,3660,702,2791,455,4888,186,5318
67000,0,3274,846,2031,64,2830,4796,53159
60000,3000,2607,765,3154,0,9422,3368,37684
94000,9000,7751,221,9404,1272,6949,3162,56241
73000,3000,6573,946,4065,1506,7220,4106,45584
16000,3000,9820,248,4049,27,7020,3605,-11769
58000,5000,1230,257,8852,0,5327,4125,33209
42000,9000,5664,849,8158,7433,5714,3902,1280
58000,9000,732,429,4001,0,7041,502,36295
57000,0,2514,402,6724,2149,8702,4090,32419
20000,0,290,347,5618,1580,3851,2929,5385
43000,9000,3636,247,8861,5115,8093,146,7902
14000,5000,7346,360,8865,3533,4865,1645,-17614
106000,3000,5349,668,9851,9525,5540,3732,68335
65000,5000,6944,629,2269,9243,5218,4148,31549
16000,3000,4942,367,9613,4958,2902,1591,-11373
71000,9000,4229,682,3367,0,7706,2209,43807
49000,0,1421,352,2826,3630,4499,3749,32523
18000,5000,4948,297,2568,0,9678,4756,-9247
18000,9000,4882,859,3216,1440,2552,261,-4210
87000,3000,1443,842,4705,155,3097,3342,70416
64000,3000,9962,884,8834,858,2348,2018,36096
48000,3000,5840,736,4928,804,4002,1927,26763
85000,9000,8826,613,7737,9282,8057,4075,37410
29000,9000,7219,764,3004,6899,7582,1423,-6891
48000,9000,2836,816,4644,6387,6896,320,17101
105000,5000,7370,884,8966,6800,9949,3314,62717
99000,0,2029,990,8084,0,7303,2898,77696
27000,3000,286,291,8809,0,8324,3152,3138
52000,9000,3233,797,5243,4718,8017,4223,16769
16000,7000,24,328,8286,0,5783,770,-6191
17000,0,271,409,5069,2132,5856,1054,2209
89000,3000,8699,300,9553,7107,6211,1449,52681
75000,3000,3453,993,6074,4763,4545,34,52138
71000,9000,9888,900,3699,8146,7451,3222,28694
84000,3000,6160,852,7329,0,4158,2503,59998
84000,3000,3888,345,3287,5365,9483,2951,55681
95000,5000,8297,831,9129,457,5776,1795,63715
19000,3000,611,628,4231,339,2694,4862,2635
59000,5000,6565,791,3346,0,5160,3760,34378
80000,7000,5809,481,9780,8302,9366,868,38394
28000,7000,5623,585,6129,7406,5484,1715,-5942
63000,0,6870,689,3151,6995,2818,1613,40864
69000,3000,6276,367,8392,5623,4559,281,40502
41000,7000,3843,362,7298,424,9845,2849,9379
68000,7000,1592,173,9541,521,3807,1265,44101
42000,7000,3135,320,9256,9561,6120,4662,1946
93000,3000,2506,596,6017,8195,5122,3852,63712
22000,7000,8420,741,8718,140,2260,291,-5570
60000,9000,4564,396,5300,2923,5075,2607,30135
64000,0,8082,885,5287,951,3563,3011,42221
35000,3000,6637,878,7745,7983,3775,4149,833
45000,7000,7188,263,2212,3756,4079,204,20298
46000,5000,798,441,9801,7799,7587,4303,10271
97000,9000,6449,718,6179,1115,3519,920,69100
97000,5000,4530,702,4583,0,2619,3161,76405
28000,0,8374,639,6409,869,7388,4899,-578
65000,7000,1886,190,3315,5510,6811,3540,36748
43000,0,3089,900,5530,0,9651,814,23016
81000,7000,6834,537,5308,0,6113,611,54597
21000,5000,9052,832,5700,606,5609,3938,-9737
70000,7000,6340,528,9890,4179,7714,3612,30737
73000,9000,2579,168,6644,7608,9638,2775,34588
70000,9000,1493,904,8980,8386,7389,770,33078
65000,3000,4952,754,6231,614,3082,1815,44552
67000,7000,758,555,6979,0,4071,4575,43062
33000,9000,3328,592,2742,0,9132,899,7307
68000,3000,4618,583,9860,95,7210,2036,40598
18000,3000,1435,324,8265,9326,8895,2113,-15358
32000,7000,8391,215,9768,58,9068,864,-3364
91000,9000,6515,679,4652,6544,2084,994,60532
86000,9000,2455,564,2339,0,6416,561,64665
65000,9000,1100,930,6302,232,7640,2766,37030
81000,0,9961,852,3498,0,6037,1535,59117
74000,3000,5769,245,5287,814,7821,3155,47909
38000,0,1114,691,9025,746,9574,1833,15017
48000,7000,443,305,6478,1591,8520,192,23471
40000,7000,6535,772,4199,9577,8107,1679,2131
33000,0,268,437,6784,5690,5071,4537,10213
59000,3000,1081,988,5893,0,8625,1270,38143
43000,3000,419,664,6321,9678,7429,4068,11421
86000,5000,1450,627,8921,1909,2538,358,65197
15000,3000,7595,513,2006,2423,3112,4541,-8190
102000,9000,5758,458,2965,714,7089,1454,74562
31000,9000,5611,637,7040,4601,9073,1693,-6655
35000,9000,5452,343,3286,1101,6700,2176,6942
58000,9000,9670,810,9371,0,4384,2124,22641
102000,0,7408,781,6994,949,7442,3298,75128
68000,0,9989,980,2031,5002,2705,1727,45566
16000,0,3832,240,6300,0,3522,193,1913
19000,5000,9127,659,3780,5008,3059,1581,-9214
67000,7000,6915,568,7997,7531,7950,242,28797
91000,3000,2572,891,4809,7395,8582,3741,60010
35000,3000,7050,446,3911,3377,9957,643,6616
27000,9000,5026,740,5304,146,2113,1922,2749
105000,9000,3855,359,9214,7802,3221,1085,70464
32000,0,3933,684,8669,0,9661,2468,6585
107000,7000,8315,398,2087,0,7833,3189,78178
95000,7000,932,739,9770,408,8058,947,67146
69000,3000,2573,150,9360,99,4204,2849,46765
105000,9000,5292,197,4492,8580,5712,1533,70194
47000,5000,6531,789,8829,3847,9527,4910,7567
